Interjection Text,Paragraph,Directed at (Party),Party,Interjector Party,Quote,true_label,pred_label
Bei mir gibt es auch schon welche!,"Die Bezahlkarte, über die wir heute aufgrund Ihres Antrags debattieren, kann bereits eingeführt werden. Das ist und bleibt Fakt. Pilotregionen, wie zum Beispiel der Landkreis Bautzen bei mir in Sachsen, gibt es bereits.",SPD,SPD,SPD,False,['cooperative'],['cooperative']
So ist es!,"Zur Wahrheit gehört ja, dass die Industriepolitik, die ehrlicherweise unter Frau Merkel und Peter Altmaier auf den Weg gebracht worden ist und die Rot-Grün fortsetzen will, in Deutschland eben keinen Erfolg hatte. Selbst 10 Milliarden Euro ausgelobte Subventionen für Intel haben nicht zur Schaffung von 3 000 Arbeitsplätzen in Magdeburg geführt; denn Nachteile der Standortbedingungen und betriebswirtschaftliche Abwägungen kann man nicht einfach wegsubventionieren. Dagegen ist in Mainz ein weltweit beachtetes Cluster an Biotechnologie und Pharmazie entstanden. Dort ist ein Unternehmen erfolgreich gewesen, das von der öffentlich geförderten Grundlagenforschung freilich profitiert hat, aber ansonsten einen wissenschaftlichen Durchbruch mit privatem Kapital",FDP,FDP,FDP,False,['cooperative'],['cooperative']
Das war sein Job!,"Es war richtig und geboten, dass die FDP eingegriffen hat, dass wir selber mit den Betreibern gesprochen haben, dass Minister Christian Lindner selber aktiv geworden ist,",FDP,FDP,GRUENE,False,['confrontational'],['confrontational']
Richtig!,"ohne dass entsprechende Textpassagen vorgelegt werden, die das tatsächlich belegen. Sie spielen mit den Ängsten der Menschen,",SPD,SPD,GRUENE,False,['cooperative'],['cooperative']
Super!,Außerdem verlängern wir die Abgabefrist für die Steuererklärungen der Jahre 2021 und 2022 zugunsten aller Steuerpflichtigen.,SPD,SPD,GRUENE,False,['cooperative'],['cooperative']
Bravo! Bravo!,"Wie gesagt, was sollte ich für ein Interesse daran haben, das nicht zu machen? Glauben Sie mir: Das ist nicht schön. Auch vor meinem Ministerium wird manchmal demonstriert. Ich gehe dann zu den Demonstranten und rede mit ihnen, weil ich ihr Anliegen in der Sache ja teile. Alles, was ich darf, habe ich gemacht. Aber ich muss mich an Recht und Gesetz halten. Ich heiße ja nicht Andreas Scheuer und kann eine Maut machen und sagen: Die Strafe zahlt der Steuerzahler.",GRUENE,GRUENE,GRUENE,False,['cooperative'],['cooperative']
Hört! Hört!,"Wenn es eine Gefährderansprache in der Schule gegeben haben sollte, deren Grundlage ein AfD-freundliches Schlumpf-Video war, dann wäre das ein Skandal, wenn nicht, dann nicht, jedenfalls nicht unbedingt. Nach aktueller Lage der Dinge ging es eben nicht darum. Selbst die Mutter des Mädchens erklärte jetzt bei „t-online“, dass sie ursprünglich davon ausgegangen sei, Schulleiter und Polizei seien aufgrund des Schlumpf-Videos alarmiert gewesen. Sie erklärte demnach, sie könne nach den ihr jetzt vorliegenden Informationen – jetzt wörtlich an die AfD – „besser verstehen, dass man sich Gedanken gemacht hat“.",FDP,FDP,GRUENE,False,['cooperative'],"['confrontational_others', 'cooperative']"
Hört! Hört!,"Das kann sich jede und jeder auf der Website des Bundestages noch einmal anschauen. Ich war übrigens da. Von Ihnen, liebe Union, zumindest aus dem Rechtsausschuss, habe ich da niemanden gesehen.",SPD,SPD,SPD,False,"['confrontational_others', 'cooperative']","['confrontational_others', 'cooperative']"
So andächtig habe ich die Union noch nie erlebt!,Herzlichen Dank.,GRUENE,GRUENE,GRUENE,False,['confrontational_others'],"['confrontational_others', 'cooperative']"
Richtig!,"Ziel von Wissenschaft ist Erkenntnisgewinn und die damit verbundene Verbesserung von Lebensbedingungen, sei es in der Medizin, in den Natur- und Technikwissenschaften, aber eben auch in den Sozial- und Geisteswissenschaften. Wie kommt man dabei als Wissenschaftler oder Wissenschaftlerin zur Auswahl der Themen? Wissenschaftler und Wissenschaftlerinnen sind grundsätzlich frei in dem, was sie erforschen wollen. Sie können sich ihre Themen frei aussuchen. Das ist die Essenz von Wissenschaftsfreiheit.",SPD,SPD,SPD,False,['cooperative'],['cooperative']
"Nein, stimmt nicht!","Ich will auf das Thema KI-Infrastruktur eingehen. Es ist ja nicht so, dass nichts passiert. Natürlich ist das ausbaufähig. Aber wir haben auch viele gute Projekte, die sich sehen lassen können – das wurde heute schon angesprochen –, beispielsweise das Gauss Center for Supercomputing oder das Jülich-JUPITER-Programm. Wir können stolz miteinander feststellen, dass wir auf einem guten Weg sind, auch wenn das ausbaufähig ist. Und es ist so, dass auch der private Bereich nachzieht. Amazon Web Services hat 7,8 Milliarden Euro investiert. Microsoft investiert 3,2 Milliarden Euro in NRW und in Hessen. Virtus investiert 3 Milliarden Euro in Brandenburg. Google hat in Hanau 1 Milliarde Euro investiert. Cyrus – das freut mich besonders – will 3,4 Milliarden Euro investieren, davon 1 Milliarde Euro im wunderschönen Frankfurt. Das ist der schönste Wahlkreis der Republik.",SPD,SPD,SPD,False,['ambiguous'],['ambiguous']
Genau!,"Liebe Kolleginnen und Kollegen, das Strafrecht muss im Rechtsstaat Ultima Ratio sein, das schärfste Schwert. Nicht immer, wenn der Staat Regeln setzt, sollte er das im Strafgesetzbuch tun, und darum wollen wir mit diesem Gesetzentwurf den Schwangerschaftsabbruch natürlich nicht regelungsfrei stellen, sondern wir wollen ihn für die ersten zwölf Wochen außerhalb des Strafgesetzbuches regeln. Das schärfste Schwert soll hier im Schrank bleiben.",GRUENE,GRUENE,SPD,False,['cooperative'],['cooperative']
So ist es! Ganz genau!,"Ein anderer besonders wichtiger Aspekt ist natürlich, dass wir im Ausland Fachkräfte anwerben. Es wird nicht anders gehen. Das ist die Wahrheit.",FDP,FDP,FDP,False,['cooperative'],['cooperative']
So ist es!,"Um den Bedarf decken zu können, braucht es mehr helfende Hände. Dafür müssen wir sicherlich neue Kräfte rekrutieren und alte zurückholen. Die Studie der Hans-Böckler-Stiftung „‚Ich pflege wieder, wenn …ʼ – Potenzialanalyse zur Berufsrückkehr und Arbeitszeitaufstockung von Pflegekräften“ zeigt auf: Viele Pflegefachkräfte wären bereit, in ihren Beruf zurückzukehren",SPD,SPD,GRUENE,False,['cooperative'],['cooperative']
Das ist alles nicht logisch und nicht stringent!,"Den Vogel schießen Sie aber ab, wenn Sie beschreiben, dass Deutschland ein digitales Entwicklungsland sei, und dann ausführen – ich zitiere –: „Sich allein auf den Projekten der Vorgängerregierung auszuruhen, ist keine … erfolgreiche Politik.“ Merken Sie, wie das logisch zusammengeht?",SPD,SPD,GRUENE,False,"['confrontational_others', 'cooperative']","['confrontational', 'confrontational_others']"
„Gerne“ würde ich jetzt nicht dazu sagen!,Gerne.,SPD,SPD,GRUENE,False,['ambiguous'],['ambiguous']
Irre!,"Betroffen sind eben nicht nur Politikerinnen und Politiker, sondern vor allem Menschen in ihren Berufen und im Ehrenamt: Schiedsrichter, die nach Kreisligaspielen vom Platz sprinten müssen, weil sie von wütenden Spielern oder Zuschauern drangsaliert werden,",SPD,SPD,GRUENE,False,['cooperative'],['cooperative']
Wann kommt denn mehr Wohnraum? Das wäre wichtig!,"sodass in Deutschland leichter Wohnungen gebaut werden können. Es gibt hier im Parlament auch noch mehrere Gesetzesvorhaben dazu, die ganz wichtig sind. Ich möchte auch gerne allen empfehlen, sie noch zu beschließen.",SPD,SPD,FDP,False,['confrontational'],['cooperative']
Ja!,"Seit einem Jahr arbeiten wir intensiv und engagiert in der Wahlrechtskommission; das fand ich hochinteressant und wertvoll. Da frage ich mich: Warum haben Sie die Zeit nicht genutzt,",GRUENE,GRUENE,GRUENE,False,['cooperative'],['cooperative']
Sie tragen sie nicht mehr!,"Ich will Ihnen was sagen, Herr Schrodi: Wir haben 49 Maßnahmen",FDP,FDP,SPD,False,['confrontational'],['confrontational']
"Ja, wenn ihr mitgemacht hättet! Ihr hattet die Chance, das alles mitzumachen!","Wenn man fragt: „Reicht das?“, dann ist die Antwort: „Nein, natürlich nicht.“ Die wirtschaftliche Situation bleibt herausfordernd. Und hier begeistert mich die Chuzpe der FDP, heute mit dieser Aktuellen Stunde um die Ecke zu kommen. Wir könnten ja schon längst viel weiter sein – jenseits der Frage der Blockadehaltung bei dringend notwendigen Investitionen.",SPD,SPD,FDP,False,['confrontational'],['confrontational']
"Sehr schön! Ja, so ist es!","Sehr geehrte Frau Präsidentin! Werte Kolleginnen und Kollegen! Herr Lange, vielen Dank für Ihre ausschweifenden Belehrungen. Ich möchte noch mal was zum Thema „Schulnoten und Versetzung“ sagen: Sie sind bei der letzten Wahl sitzen geblieben und sitzen jetzt auf der Oppositionsbank.",GRUENE,GRUENE,SPD,False,['cooperative'],['cooperative']
So ist das!,"zum einen, dass wir als SPD-Fraktion sehr wohl viel dafür tun, Menschen nachhaltig in den Arbeitsmarkt zu integrieren. Deswegen haben wir überhaupt die Bürgergeldreform auf den Weg gebracht, die beinhaltet, dass wir Weiterbildung bei Arbeitslosigkeit fördern. Wir wollen, dass Menschen nicht von einem schlecht bezahlten Job zum nächsten springen, sondern eine langfristige Perspektive auf dem Arbeitsmarkt entwickeln.",SPD,SPD,GRUENE,False,['cooperative'],['cooperative']
"Wer lesen kann, ist klar im Vorteil!","Vielen Dank. – Frau Präsidentin! Liebe Kolleginnen und Kollegen! Ich freue mich, liebe Union, dass Sie in Ihrem Antrag familienpolitisch genau die Programme aufzählen, die auch wir als Koalitionsfraktionen für eine gute Unterstützung für die ukrainischen Frauen, Kinder und Jugendlichen identifiziert haben und die im Übrigen im Familienministerium seit Wochen mit ganz großem Engagement entsprechend angepasst wurden und werden und sich mit eigenen Webauftritten und mit Übersetzungen zielgerichtet an Ukrainer/-innen wenden.",FDP,FDP,GRUENE,False,"['confrontational_others', 'cooperative']",['confrontational_others']
Am Freitag ist es super um die Uhrzeit!,Aber sehr gerne.,SPD,SPD,SPD,False,['ambiguous'],['cooperative']
Ah!,"Eine dieser langfristigen Maßnahmen, die dauerhaft und wirklich für immer sinnvollen Klimaschutz bringt, das ist der Ausstieg aus dem fossilen Verbrennungsmotor.",GRUENE,GRUENE,FDP,False,['confrontational'],"['confrontational_others', 'cooperative']"
Genau!,"Ja, wir wollen mehr Freiheit, mehr Flexibilität für Beschäftigte. Aber wir wissen auch, dass es in Arbeitsverhältnissen Macht und Hierarchien gibt. Wir wissen, dass weniger Regeln nicht dazu führen müssen, dass die Beschäftigten einfach frei über ihre Arbeitszeit entscheiden können. Manchmal ist es ganz gut, gegenüber Chef oder Chefin ein Gesetz und Kolleginnen und Kollegen im Rücken zu haben, um zusammen dafür zu sorgen, dass alle so viel arbeiten, wie vereinbart ist und bezahlt wird. Und das wirkt.",SPD,SPD,GRUENE,False,['cooperative'],['cooperative']
Hört! Hört!,"Wie haben wir das erreicht? Wir haben Technologieoffenheit in diesen Gesetzen verankert, was beispielsweise die baden-württembergische Landesregierung, an der die Union beteiligt ist, in dem entsprechenden Landesgesetz so nie realisiert hat.",FDP,FDP,SPD,False,"['confrontational_others', 'cooperative']","['confrontational_others', 'cooperative']"
"Ja, gute Frage!","Sie haben in Ihrem Antrag auch gar nicht die Frage beantwortet, wie Sie denn diese Klimaziele, die Sie ja selber hier noch hochgehalten haben, erreichen wollen.",SPD,SPD,GRUENE,False,['cooperative'],['cooperative']
So ist es!,"Und genau das sehen wir in den feministischen Protesten im Iran. Das betrifft natürlich Frauen, aber eben auch andere Gruppen von Menschen, die in unseren gesellschaftlichen Systemen, hier genau wie dort, immer wieder den Kürzeren ziehen und immer wieder bewusst unterdrückt werden;",GRUENE,GRUENE,GRUENE,False,['cooperative'],['cooperative']
So ist es!,"Hochverehrte Frau Präsidentin! Liebe Kolleginnen und Kollegen! Das ist ja mal ein interessanter Titel einer Aktuellen Stunde. Schon beim Namen fängt es an: „Energiewende braucht Tarifverträge …“. Ich dachte, die Energiewende braucht Windkraftanlagen. Wenn sie Windkraftanlagen braucht, dann ist es doch gut, wenn sich einer der Weltmarktführer im Bereich Windkraft auch in Deutschland niederlässt und hier übrigens knapp 1 800 Arbeitsplätze schafft.",FDP,FDP,FDP,False,['cooperative'],['cooperative']
Bravo!,"Es ist halt alles ein bisschen komplizierter als das, was Herr Jongen und Herr Frömming aus dem Universitätswissen hier zitieren. Es war alles ein bisschen komplizierter. Und auch die Familien hatten damit Probleme, auch meine Familie hatte Probleme, auch 1989. Wir haben viel diskutiert. Und als dann die Mauer gefallen war, habe ich meine Eltern zwei Jahre gar nicht gesehen; das spielt auch eine Rolle. Die Geschichte ist auf jeden Fall nicht einfach gewesen; aber von Ihnen lasse ich mir das nicht sagen.",SPD,SPD,GRUENE,False,['cooperative'],['cooperative']
"Na, bei Herrn Brehm sowieso nicht!",Wir haben 95 Milliarden Euro an Entlastungsmaßnahmen beschlossen. Da ist das Faktenwissen offensichtlich nicht so stark vertreten.,GRUENE,GRUENE,SPD,False,"['confrontational_others', 'cooperative']","['confrontational', 'confrontational_others']"
Sonntag!,"Sehr geehrte Frau Präsidentin! Geschätzte Kolleginnen und Kollegen! Das, was Anfang dieser Woche passiert ist, hat uns überrascht. Viele haben das ja nicht mitbekommen; deswegen möchte ich es kurz erzählen: Am Montagabend um 20.45 Uhr",FDP,FDP,GRUENE,False,['ambiguous'],['cooperative']
Das sieht der EuGH anders!,"Sie sind da einfach auf dem falschen Weg unterwegs. Mit der Vorratsdatenspeicherung würde man dafür sorgen, dass die Daten von allen Bürgerinnen und Bürgern gespeichert würden, und zwar anlasslos, und das ist ein zu großer Eingriff in die Freiheitsrechte.",GRUENE,GRUENE,SPD,False,['confrontational'],['confrontational']
Das war jetzt sehr hypothetisch mit den Atomkraftwerken!,Ich bedanke mich für die Aufmerksamkeit. Vielen Dank.,FDP,FDP,GRUENE,False,['confrontational'],['confrontational']
"Ja, aber warum wollen Sie es nicht beschließen? Das ist keine Antwort!","und wollten es auch zur Abstimmung bringen. Übrigens haben wir nicht nur in diesem Jahr, sondern auch in den zurückliegenden Jahren – unter Beteiligung der SPD – immer wieder die kalte Progression ausgeglichen.",SPD,SPD,FDP,False,['confrontational'],['confrontational']
Richtig!,"Es ist nämlich so, dass Ihr Vorschlag nur darauf setzt, dass endlich die gesetzliche Regelung kommt, mit der wirklich alle Bürgerinnen und Bürger unter Überwachung gestellt werden. Denn was ist es denn anderes als eine anlasslose Vorratsdatenspeicherung, wenn man IP-Adressen anlasslos und auf Vorrat speichert? Dann ist das eine anlasslose Vorratsdatenspeicherung.",GRUENE,GRUENE,GRUENE,False,['cooperative'],['cooperative']
Was für ein Armutszeugnis!,"und wenn wir es mit der Agenda 2010 geschafft haben, dann ist klar: Dies ist der Weg, mit dem dieses großartige Land mit seinem Know-how, mit seinen gut ausgebildeten Arbeitnehmerinnen und Arbeitnehmern, mit seinen innovativen Betrieben es auch wieder schaffen kann. Entfesseln wir die Kraft in diesem Land durch niedrigere Steuern, weniger Bürokratie und mehr Vertrauen in die Unternehmen! Dann werden wir sehen, dass Wirtschaftswachstum wieder zustande kommt.",FDP,FDP,GRUENE,False,['confrontational'],['confrontational']
"Sie, Herr Lindner! Sie tragen die Verantwortung!","Die Bürgerinnen und Bürger können nun beurteilen, wer die Verantwortung für das bestehende Vakuum trägt.",FDP,FDP,SPD,False,['confrontational'],['confrontational']
"Da sieht man ja mal, um wen sie sich kümmern!",Der Einkommensmillionär soll also etwa hundertmal so stark entlastet werden wie der Durchschnittsverdiener.,GRUENE,GRUENE,GRUENE,False,"['confrontational_others', 'cooperative']",['cooperative']
Der Ausweis gilt sogar in Bayern!,"Das bisherige OZG hat bewirkt, dass Bund, Länder und Kommunen intensiver bei der Digitalisierung von Verwaltungsleistungen zusammenarbeiten; das ist positiv. Es ist uns allerdings noch nicht gelungen, die im OZG genannten Ziele zufriedenstellend zu erreichen. Deshalb stellt der Bund zukünftig ein zentrales digitales Bürger/-innenkonto bereit: Die BundID wird zum deutschlandweiten Angebot – außer in Bayern. Also: Bitte kommen Sie zurück an den Tisch! Bürger/-innen können sich über die Onlineausweisfunktion ihres Personalausweises identifizieren und auf ihr Bürger/-innenkonto zugreifen.",SPD,SPD,FDP,False,['ambiguous'],['confrontational_others']
Die können sich doch impfen lassen!,Was ist denn mit dem 40-jährigen Typ-2-Diabetiker? Was ist mit der 20-jährigen Schwangeren?,FDP,FDP,FDP,False,['confrontational'],"['confrontational_others', 'cooperative']"
Gerade in Berlin!,"Zum letzten Punkt. Die Union beschäftigt sich bis heute am liebsten mit der Förderung von teuren Eigentumswohnungen und Einfamilienhäusern. Glauben Sie eigentlich nicht, dass auch wohnungslose Menschen den Traum vom Eigenheim oder von den eigenen vier Wänden haben, wie Sie es neulich in einem Antrag formuliert haben, zu dem es auch eine Anhörung gab? Seien wir ehrlich: Ich wundere mich überhaupt nicht über die Situation. Sie ist zu großen Teilen hausgemacht.",GRUENE,GRUENE,FDP,False,"['confrontational', 'confrontational_others']",['confrontational_others']
Ja!,"Wir müssen uns fragen: Haben wir den Antisemitismus, den wir in den Studien und den Polizeistatistiken seit Jahren sehen, nicht ernst genommen? Haben wir zu wenig für die Prävention von Antisemitismus getan?",SPD,SPD,FDP,False,['cooperative'],['cooperative']
So ist das!,"Wer zusätzlich zu der Bürgerversicherung weitere Leistungen in Anspruch nehmen möchte, hätte noch die Möglichkeit, sich über private Zusatzversicherungen abzusichern.",SPD,SPD,GRUENE,False,['cooperative'],['cooperative']
Sehr richtig!,"Jetzt in Deutschland weitere vier Jahre zu warten, um die 20 Jahre des Abwartens und des Nichtstuns vollzumachen, bis wir Anschluss an das internationale Feld gefunden haben, das wäre ein großer Fehler! Lassen Sie uns mithilfe elektronischer Rechnungen und digitaler Übermittlungs- und Kontrollverfahren gerade unsere kleinen und mittelständischen Betriebe von Bürokratie entlasten! Auch kleine und mittlere landwirtschaftliche Betriebe, die wir jetzt leider belastet und verunsichert haben, würden davon schnell profitieren. Die Menschen, die dort arbeiten, sollen sich doch um ihr eigentliches Geschäft kümmern und nicht um Bürokratie.",FDP,FDP,FDP,False,['cooperative'],['cooperative']
Welche?,Aber es ist in der Tat so: In der bestehenden Fassung dieses Gesetzes liegen dieser Technologieoffenheit viel zu viele Fesseln an.,FDP,FDP,GRUENE,False,['confrontational'],['confrontational']
Kein Wort!,"keine Rede! Nun erinnert sich der informierte Unionler auch an die Fortschreibung der KI-Strategie aus dem Jahre 2020. 2020 – der eine oder andere wird sich erinnern – war das Jahr, in dem OpenAI die dritte Version seines Sprachmodells vorstellte. Dieses Modell verfügte zu diesem Zeitpunkt über 175 Milliarden Parameter; das sind drei Nullen mehr. Auch in der Fortschreibung der KI-Strategie sucht man ein Kapitel oder wenigstens die Erwähnung von generativer KI vergebens.",FDP,FDP,GRUENE,False,"['confrontational_others', 'cooperative']","['confrontational_others', 'cooperative']"
Hört! Hört!,"Sie beklagen hier Kürzungen. Das können Sie machen – das ist wahrscheinlich auch einfach; das macht man halt so in der Opposition –, aber ich finde das unseriös. Wenn Sie in die mittelfristige Finanzplanung schauen, sehen Sie, dass Ihre Ministerin nämlich eine Absenkung der Mittel im Einzelplan 30 vorgesehen hatte,",FDP,FDP,GRUENE,False,"['confrontational_others', 'cooperative']","['confrontational_others', 'cooperative']"
Richtig!,"Zum Ende meiner Rede will ich noch auf eine Sache hinweisen. Wenn wir Frieden im Südsudan wollen, reicht es nicht aus, UNMISS nur zu verlängern. Es braucht den politischen Willen vieler Akteure, um Fortschritt auf dem Weg zu den 2024 anstehenden, vielleicht auch eher oder nicht stattfindenden Wahlen und einer vollständigen Umsetzung des Friedensprozesses zu erzielen. Deutschland und die internationale Gemeinschaft sollten deshalb ihr politisches Engagement in Bezug auf die Konfliktparteien verstärken. Eine hochrangige Mission, geführt von afrikanischen Spitzenpolitikern, zur Vermittlung zwischen Präsident Kiir und Vizepräsident Machar wäre wünschenswert, liebe Kolleginnen und Kollegen. Nur dann kann der eingeschlagene Friedensprozess Erfolg haben. Ansonsten wird die Gewalt stets aufs Neue ausbrechen. Nur eine politische Lösung kann Frieden schaffen. Militärische Einsätze allein können das nicht. Bis jedoch eine politische Lösung gefunden ist, brauchen wir UNMISS, brauchen wir diese Mission, brauchen wir die militärische Begleitung dieses Friedensprozesses und der anstehenden Wahlen.",SPD,SPD,SPD,False,['cooperative'],['cooperative']
Ich höre Ihnen gerade wunderbar zu!,"– Vielleicht können Sie mich auch einfach mal meine Rede halten lassen, Herr Köhler. Ich habe Ihnen auch zugehört.",SPD,SPD,FDP,False,['confrontational'],['ambiguous']
Hat nichts gebracht!,"Fangen wir mal mit dem 49-Euro-Ticket an, das schon mal eine gute Klimaschutzmaßnahme ist,",GRUENE,GRUENE,FDP,False,['confrontational'],['ambiguous']
Richtig!,"Deshalb ist es so krass, sehr geehrte Kolleginnen und Kollegen von der Union, was Sie aktuell machen.",GRUENE,GRUENE,FDP,False,['cooperative'],['cooperative']
Richtig!,"Der Bundeskanzler hat den Weg zu Neuwahlen klar skizziert. Es stellt sich also einem Bürgervotum. Es kann überhaupt keine Rede davon sein, dass er an seinem Stuhl klebt. Auch wir in der SPD unterstützen das. Und wir freuen uns auf den Wahlkampf.",SPD,SPD,SPD,False,['cooperative'],['cooperative']
Hört! Hört!,"Dann muss man als Nächstes gucken: Wer ist eigentlich welche Schritte auf dem Weg zu mehr Barrierefreiheit und Erleichterungen gegangen? Ich möchte dazu sagen, dass im Bereich des Gebärdensprachdolmetschens eine wesentliche Maßnahme in dieser Wahlperiode umgesetzt werden konnte, indem nämlich eine sehr komplexe und überfordernde umsatzsteuerliche Regelung, die im Ergebnis dazu geführt hat, dass man möglicherweise erst im übernächsten Jahr wusste, ob man eigentlich Rechnungen mit oder ohne Umsatzsteuer ausweisen muss, durch das Bundesfinanzministerium in eine gängige Form gebracht worden ist.",FDP,FDP,FDP,False,['cooperative'],"['confrontational_others', 'cooperative']"
Richtig!,"– Ja, natürlich müssen es die Länder richten. Bei jeder Straftat, die wir täglich erleben, liebe Kollegin Lindholz, werden als Allererstes die Polizeien der Länder angerufen. Ich kann ja verstehen, dass Sie die Veröffentlichung der Polizeilichen Kriminalstatistik gerne zum Anlass nehmen wollen, über die Bundesregierung zu sprechen – kein Problem; können wir hier gerne machen –, aber jeder Bürger, der sich an die Polizei wendet, der sich an die Sicherheitsbehörden wendet, wendet sich zuallererst an die Länder.",FDP,FDP,FDP,False,['cooperative'],['cooperative']
Sehr gut!,Daran werden sowohl das Ministerium als auch wir alle zusammen in nächster Zeit arbeiten.,SPD,SPD,SPD,False,['cooperative'],['cooperative']
Welche Uhrzeit?,"Ich will noch etwas deutlich machen und dazu mal einen Blick nach Bayern werfen. Entschuldigen Sie, Herr Dobrindt, das, was ich jetzt ausführe, ist die Gemütslage des bayerischen Ministerpräsidenten von gestern Abend.",SPD,SPD,FDP,False,['confrontational_others'],['ambiguous']
Was hatten Sie denn vor?,"vom MAD als Extremist eingestuften Oberleutnant, wodurch er ihm Zugang zum Bundestag und damit zu geschützten Dokumenten verschaffte,",GRUENE,GRUENE,GRUENE,False,['confrontational_others'],['ambiguous']
"Sehr gut, Sonja! Sehr gut!",Vielen Dank.,SPD,SPD,SPD,False,['cooperative'],['cooperative']
Richtig!,"Werte Kolleginnen und Kollegen, nicht das Wahlrecht selbst, sondern der Ausschluss von der Wahlberechtigung ist rechtfertigungsbedürftig, und solche Rechtfertigungen liegen hier heute nicht mehr vor; denn es geht hier gerade nicht um die Frage der Einheit der Rechtsordnung. Das aktive Wahlrecht ist nicht gleichzusetzen mit der Geschäftsfähigkeit von Volljährigen und dem Abschluss von Verträgen.",SPD,SPD,FDP,False,['cooperative'],['cooperative']
Das ist Unsinn! Das ist völliger Unsinn! Das muss man so deutlich sagen!,"Wir nehmen Routinedaten, fügen diese zusammen und schaffen damit ein gutes Register zur Information der Menschen. Hier von einer überbordenden Bürokratie zu reden, ist vollkommen verkehrt und daneben.",GRUENE,GRUENE,FDP,False,"['confrontational_others', 'cooperative']",['cooperative']
Vielen Dank!,"Der Mittelabfluss ist wirklich gut. Durch die Unterstützung vom Bund wurde unter anderem ermöglicht, dass im 5. KiTa-Investitionsprogramm zusätzliche 90 000 Kitaplätze in Deutschland geschaffen werden können.",GRUENE,GRUENE,FDP,False,['cooperative'],['cooperative']
Ampel!,"1,5 Jahre Ampel oder 16 Jahre Union – was hat wirklich dafür gesorgt,",FDP,FDP,FDP,False,['cooperative'],['cooperative']
Mensch! Aber gerade noch das Gegenteil behaupten!,diese in seiner eigenen Partei sehr unpopuläre Entscheidung durchzusetzen.,SPD,SPD,FDP,False,['confrontational'],['confrontational']
So ist es!,"Aber wir reden viel zu wenig darüber, dass es um Menschen geht.",GRUENE,GRUENE,GRUENE,False,['cooperative'],['cooperative']
Ja!,Um es klar zu sagen: Das gesellschaftliche Klima in aufgeheizten Debatten ist besorgniserregend.,FDP,FDP,SPD,False,['cooperative'],['cooperative']
Mich nicht!,"– Das können wir gleich ausführen, Frau Klöckner. – Amazon möchte uns Abgeordneten nahebringen, wie die Arbeitsbedingungen bei Amazon sind, und lädt uns alle oben in der Reichstagskuppel zum Essen ein, um uns dort die Arbeitsbedingungen zu erklären.",SPD,SPD,FDP,False,['ambiguous'],['cooperative']
Das ist nämlich auch etwas wert!,"Und es gibt jetzt mehr Flexibilität. Es gibt in der Zukunft nur noch einen Rahmenplan. Wir belassen es nicht mehr bei einzelnen unflexiblen Sonderrahmenplänen, sondern wir nehmen jetzt diesen Rahmenplan für die ländliche Entwicklung, den Ökolandbau und auch die Biodiversität – Stichwort „Insektenschutz“.",SPD,SPD,SPD,False,['cooperative'],['cooperative']
Erst mal laufen Sie aber aus!,"Wir schlagen stattdessen vor, das Rentenniveau zu stabilisieren, und zwar schnell. Denn die Rentengarantie läuft schon am 1. Juli nächsten Jahres aus – in weniger als sieben Monaten.",SPD,SPD,FDP,False,['confrontational'],['confrontational']
Das ist doch schlicht gelogen! Das ist nicht wahr!,"Und jetzt legen Sie hier einen Antrag vor, in dem Sie auf einmal Dinge fordern, die wir ohnehin schon längst tun oder die ohne die Finanzblockade von Christian Lindner schon längst Realität hätten sein können.",GRUENE,GRUENE,FDP,False,['confrontational'],['confrontational']
Ach!,nie kam,GRUENE,GRUENE,GRUENE,False,"['confrontational_others', 'cooperative']","['confrontational_others', 'cooperative']"
Ja!,"Klar ist: Es gibt die Nutztierhaltung und den Tierschutz nicht zum Nulltarif. Deshalb achten wir darauf, welche Kosten entstehen. Nach der Schätzung des Statistischen Bundesamts entsteht für die Betriebe ein einmaliger Erfüllungsaufwand von 900 Millionen Euro. Der jährliche Erfüllungsaufwand beträgt rund 106,5 Millionen Euro. Der größte Teil davon sind Umbaumaßnahmen in Betrieben mit Anbindehaltung. Darum schaffen wir – hier folgen wir genau Ihrem Anliegen – eine großzügige Übergangsfrist. Sie wissen, dass es an anderer Stelle Kritik daran gibt, dass wir diese Übergangsfristen vorsehen.",GRUENE,GRUENE,GRUENE,False,['cooperative'],['cooperative']
Hört! Hört!,"dass die russisch finanzierte Nachrichtenseite „Voice of Europe“ auch Maximilian Krah und Petr Bystron aus Ihren Reihen unterstützt hat, die Plätze eins und zwei auf Ihrer Kandidatenliste für den 9. Juni 2024. Merken Sie sich das, Kolleginnen und Kollegen!",SPD,SPD,SPD,False,"['confrontational_others', 'cooperative']","['confrontational_others', 'cooperative']"
Doch! Doch!,"Ich würde es Ihnen ja verzeihen. Ich erwarte gar nicht, dass Sie wissen, was GLÖZ und Ökoregeln sind,",GRUENE,GRUENE,FDP,False,['confrontational'],['confrontational']
Genau!,über den Sie als Opposition mit uns als Regierung hätten reden können.,FDP,FDP,SPD,False,['cooperative'],['cooperative']
Ach so!,"Er hat eine Bezahlkarte schon im letzten Jahr eingeführt,",GRUENE,GRUENE,GRUENE,False,"['confrontational_others', 'cooperative']","['confrontational_others', 'cooperative']"
